0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.654188734764017399e+00,-1.654225898676554563e+00,-1.654347233588461696e+00,-1.654235106883644058e+00,-1.654450872660014005e+00,-1.678046739617998773e+00
-1.279308288886270573e+00,-1.278894234038799649e+00,-1.279062228814066948e+00,-1.278895402550571214e+00,-1.279212547929842403e+00,-1.290646896841546543e+00
-1.624758401003800312e+00,-1.624981799149722406e+00,-1.624797463518764307e+00,-1.624972536500939757e+00,-1.624964021589808905e+00,-1.677310697154704933e+00
-1.775340038351441274e+00,-1.775550010080013896e+00,-1.775560491428038956e+00,-1.775844296150918877e+00,-1.788171185608004699e+00,-1.790067765185409110e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.862226774899367721e+00,-1.862088447309113048e+00,-1.862034621917994182e+00,-1.862098891073196150e+00,-1.957520677984403878e+00,-1.930359342732881123e+00
-1.498479810181634342e+00,-1.498284245490317357e+00,-1.498328766829737591e+00,-1.498272054445439316e+00,-1.519350802376375764e+00,-1.516392466984419984e+00
-1.607762213271824558e+00,-1.607655419746627068e+00,-1.607545420233323030e+00,-1.607661859694052620e+00,-1.612994970027424424e+00,-1.614715219885990871e+00
-1.929590563153368521e+00,-1.929470580280813863e+00,-1.929481761169343779e+00,-1.929467805860537899e+00,-2.001596624478015674e+00,-1.949850149867975668e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.901260243401204253e+00,-1.901167722720793707e+00,-1.901116468567092710e+00,-1.901173756592098529e+00,-1.956305258487698095e+00,-1.954831704169861073e+00
-1.850275642485139649e+00,-1.850250893353293291e+00,-1.850242397276135931e+00,-1.850245029833470722e+00,-1.870192021934087734e+00,-1.868990506506760019e+00
-1.517222136625311801e+00,-1.517339990603389532e+00,-1.517398094743990900e+00,-1.517328098639345590e+00,-1.538803993366091749e+00,-1.520118169403453345e+00
-1.911435981387355376e+00,-1.911383706122996351e+00,-1.911553886191062146e+00,-1.911389453611921141e+00,-1.987118239434579881e+00,-2.020885559288099209e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.157746422464205949e-02,1.327961538028934740e-01,-2.115070035828397338e-02,2.488003038608147810e-01,-7.252504865719047733e-02,1.839444268576980335e+01
-1.538657751752304792e+00,-1.538710056603861842e+00,-1.538737909211626897e+00,-1.538722049742903053e+00,-1.621668580279113536e+00,-1.538807131290361729e+00
-1.011299335076159434e+00,-1.011463189487709968e+00,-1.011000952471113656e+00,-1.011453725239970680e+00,-1.015408580472774158e+00,-1.011172736276648054e+00
-1.498946043571442344e+00,-1.499478201414196743e+00,-1.498942178995670060e+00,-1.498681873137856391e+00,-1.537498327525270048e+00,-1.499007696171303694e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.693538882843513838e+00,-1.693554092609975470e+00,-1.693561658113987400e+00,-1.693741206742269689e+00,-1.752120304328456113e+00,-1.715719172294986494e+00
-1.361902826380384735e+00,-1.361458997053070163e+00,-1.361468197142876146e+00,-1.361841599772654510e+00,-1.368581921545478641e+00,-1.368709426298497789e+00
-1.667872458237273703e+00,-1.667664479917097209e+00,-1.667659630023545558e+00,-1.667905697888965921e+00,-1.735125971850982829e+00,-1.705618092718804490e+00
-1.774221089006558616e+00,-1.774100504533989486e+00,-1.774104583145887482e+00,-1.773991439140568893e+00,-1.797074202555543954e+00,-1.807757328734893809e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.860994061857141446e+00,-1.860805924477777928e+00,-1.860822040240006192e+00,-1.860814274725505646e+00,-1.911875278829642033e+00,-1.868246314845517286e+00
-1.496180005065405050e+00,-1.495875735291700925e+00,-1.495860092460310931e+00,-1.496218689840914440e+00,-1.509494480824246088e+00,-1.538063817473885209e+00
-1.614011429894101068e+00,-1.614063402799615243e+00,-1.614055700730089082e+00,-1.614352946530333455e+00,-1.641565586834073720e+00,-1.642758709846612764e+00
-1.932583189447245609e+00,-1.932423446941436529e+00,-1.932430818737369105e+00,-1.932762265522512513e+00,-1.989728285326040735e+00,-2.000381164772294884e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.904170964153477197e+00,-1.904043836792063793e+00,-1.904274463608736312e+00,-1.904241976037260642e+00,-1.946902414314808816e+00,-1.990225015429933464e+00
-1.848681200609699538e+00,-1.848683372535302016e+00,-1.848690087965551676e+00,-1.848926670892237833e+00,-1.877599368977357575e+00,-1.976434587560877976e+00
-1.515497455525425696e+00,-1.515364606357652688e+00,-1.515368028849207072e+00,-1.515193490379190155e+00,-1.520534243803212116e+00,-1.520849864959464837e+00
-1.910399473492225386e+00,-1.910210954538096306e+00,-1.910205562336407814e+00,-1.910401104157115171e+00,-2.059337851843614953e+00,-1.963584637696593083e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.908066500628735271e-02,-1.978038229461339184e-02,-1.958438555985050206e-02,4.068129879865087783e-01,-9.955183720124261004e-02,-4.991944498974365541e-02
-1.473862749926386329e+00,-1.473529712222784616e+00,-1.473538181742600983e+00,-1.473598496368131672e+00,-1.492599988400496791e+00,-1.482000958739670082e+00
-9.197014350368585278e-01,-9.193931310741023655e-01,-9.193998930353529664e-01,-9.192303656778740839e-01,-9.212345659206827575e-01,-9.287915831272142153e-01
-1.426951219656764636e+00,-1.426920260147136688e+00,-1.426925277822810756e+00,-1.426780044494447397e+00,-1.435807051373487297e+00,-1.436034065214661481e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.824335013112034831e+00,-1.824539298896345807e+00,-1.824546604800525884e+00,-1.824532594369951521e+00,-1.881738557304867721e+00,-1.836115706846961126e+00
-1.606552973961693276e+00,-1.606586860375628367e+00,-1.606616719095141033e+00,-1.606580761449996508e+00,-1.611084730796628506e+00,-1.638218599824206700e+00
-1.807461852298899885e+00,-1.807576629040696048e+00,-1.807730079977332815e+00,-1.807570121304425736e+00,-1.861863157276141489e+00,-1.945618306690201083e+00
-1.690891493791610856e+00,-1.690651478352647175e+00,-1.690784069512896393e+00,-1.690648474699883330e+00,-1.705776896834391376e+00,-1.777019865338361759e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.781768786545792738e+00,-1.781891837563433834e+00,-1.782063769144491605e+00,-1.781901489079285472e+00,-1.826431728099860097e+00,-1.790027323604766130e+00
-1.334704100872982746e+00,-1.334265112140424092e+00,-1.334674981015196549e+00,-1.334272019362775286e+00,-1.341807047163208644e+00,-1.377884389001542864e+00
