9.992142778674415471e-01,9.992542388601969305e-01,9.993279555864456043e-01,9.993556004570423035e-01
9.993226671312509524e-01,9.992003211300944931e-01,9.993864117077614351e-01,9.993729534193578345e-01
9.992563577902924266e-01,9.992834889127067965e-01,9.994403375921905308e-01,9.993745517809176082e-01
9.992761495663751159e-01,9.991648063871592100e-01,9.995086918474793691e-01,9.994462850369920659e-01
9.992078597885267754e-01,9.993530818012010819e-01,9.995149692833777966e-01,9.995445489247805071e-01
9.992273627868100139e-01,9.994269399238833174e-01,9.995256924057647208e-01,9.995693384594996900e-01
9.993579397395460084e-01,9.995911872919034380e-01,9.995974778424682183e-01,9.995868690892486530e-01
9.993774214887397589e-01,9.995973347672320042e-01,9.996012219193844972e-01,9.995882427147330107e-01
9.992808155301036166e-01,9.991737400565061655e-01,9.993187703176442671e-01,9.993348012427041294e-01
9.993307069227650441e-01,9.990299965311968400e-01,9.992963654131385987e-01,9.993525311068754968e-01
9.989122301927620962e-01,9.967577628909722876e-01,9.963579099143786699e-01,9.993718041194248336e-01
5.921963335780493498e-01,8.108226059802794428e-01,2.498731904050277841e-01,9.994604443919916648e-01
9.991171904379498869e-01,9.986631527656791851e-01,9.993198924114846671e-01,9.994856314879623227e-01
9.987977512630265009e-01,9.993850467916189917e-01,9.993873826304761065e-01,9.995540071826802819e-01
9.992465542320340122e-01,9.995840770514483609e-01,9.996178441072334220e-01,9.995685699972649552e-01
9.994865250500710729e-01,9.996299949815019570e-01,9.996116787958172489e-01,9.996015199532402029e-01
9.991804008352891397e-01,9.987035514569074790e-01,9.989788500791528802e-01,9.990670748794220346e-01
9.987075752781303661e-01,9.945200239656347696e-01,9.977910192079271212e-01,9.989713613002513259e-01
9.944444787342193726e-01,7.323048077945253365e-01,2.902704550246943960e-01,2.709389389172421891e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.244008994854141736e-01,4.319274963628706443e-01,9.990391073311432057e-01,2.920162446459735883e-01
9.537639630853826933e-01,9.900052895311993728e-01,7.298893061721236641e-01,9.991793054192414925e-01
9.974955114692487523e-01,9.994736017669003658e-01,9.993001800379495148e-01,9.995951707743655490e-01
9.993353144182673953e-01,9.996694921320159466e-01,9.996347223430267492e-01,9.996056757293918515e-01
9.989480567109449982e-01,9.984286868434175677e-01,9.968531283666577369e-01,9.984320554068759623e-01
9.979532786376007492e-01,9.891784869682784809e-01,9.893287994302519817e-01,9.979323336324943394e-01
9.943964266741114333e-01,8.534219545095966808e-01,8.476182656905169033e-01,8.903679781097364465e-01
6.273479766426817150e-01,5.848239180809771121e-01,2.040447354099694799e-02,6.711684793435066521e-01
8.519211616703949996e-01,3.247903311551565420e-01,4.932511302891648408e-01,3.826812442693473537e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.291868759382929666e-01,3.034861288024564008e-01,9.993066285778726687e-01,7.756320722360581232e-01
9.992926761499826283e-01,9.993521675085879075e-01,9.997004703926354319e-01,9.995910643650165461e-01
9.988111437031913509e-01,9.701114819897781461e-01,9.429739665074541310e-01,9.946071917079751801e-01
9.192738344110222837e-01,8.245388400476472146e-01,3.616654242996305557e-01,9.243599406120697193e-01
7.010402496653742599e-01,2.556508162788398986e-01,7.318981534053925486e-01,6.685106401753670990e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.753143860392794906e-01,5.231061792864253324e-01,8.244415164811995655e-01,3.854526980590216034e-01
5.664988162009028105e-01,5.906220976739187112e-01,2.632902730380984879e-01,4.801231147311428582e-02
3.212662444840884701e-01,1.852135605750612202e-01,9.339919032638952512e-01,9.975151072469956581e-01
9.984826041460315160e-01,9.986256190080360362e-01,9.997817097945299603e-01,9.995985148112587204e-01
9.986285015430084178e-01,4.328538931321513905e-01,9.313839296549342173e-01,3.383444394911011566e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.307339906787120254e-01,3.200423420370385880e-02,7.260081295912149124e-02
1.533483463635692545e-01,1.533496599957714368e-01,5.533377308875799816e-01,4.364007636231697074e-01
1.787242975294990321e-01,1.944857776690816498e-01,4.556029143258885639e-01,5.945522411196271229e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.842016716112935715e-01,2.421188259407490162e-01,9.998787977855605469e-01,4.407941429737159411e-01
9.985119324370700378e-01,4.986730632620166581e-01,9.179641832968223891e-01,4.727194250941120224e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.477538854512232103e-01,4.205782730353478660e-02,3.981835434305388000e-01,0.000000000000000000e+00
